,subject,trial,rt,choice,item_value_0,item_value_1,item_value_2,gaze_0,gaze_1,gaze_2,n_items,dataset
549,5,71,1351.0,1.0,0.0,3.0,,0.5639412999153137,0.4360587000846863,,2,krajbich2010
551,5,73,886.0,1.0,0.0,2.0,,0.6382978558540344,0.3617021143436432,,2,krajbich2010
553,5,75,792.0,0.0,3.0,2.0,,1.0,0.0,,2,krajbich2010
555,5,77,874.0,0.0,3.0,2.0,,0.3817914724349976,0.6182085275650024,,2,krajbich2010
557,5,79,1435.0,0.0,4.0,2.0,,0.4601910710334778,0.5398089289665222,,2,krajbich2010
559,5,81,957.0,0.0,3.0,3.0,,0.7371202111244202,0.26287978887557983,,2,krajbich2010
561,5,83,991.0,0.0,4.0,0.0,,0.4871465265750885,0.5128534436225891,,2,krajbich2010
563,5,85,1009.0,0.0,5.0,2.0,,0.7001254558563232,0.2998745441436768,,2,krajbich2010
565,5,87,1676.0,1.0,2.0,4.0,,0.6992429494857788,0.3007570505142212,,2,krajbich2010
567,5,89,3768.0,0.0,2.0,0.0,,0.3622744381427765,0.6377255916595459,,2,krajbich2010
569,5,91,801.0,1.0,0.0,1.0,,0.5161812305450441,0.4838187694549561,,2,krajbich2010
571,5,93,929.0,1.0,2.0,4.0,,0.4043419361114502,0.5956580638885498,,2,krajbich2010
573,5,95,1638.0,1.0,3.0,4.0,,0.6449623107910156,0.3550376892089844,,2,krajbich2010
575,5,97,1092.0,1.0,0.0,2.0,,0.3637400269508362,0.6362599730491638,,2,krajbich2010
577,5,99,988.0,0.0,2.0,2.0,,0.3245614171028137,0.6754385828971863,,2,krajbich2010
579,6,1,6881.0,0.0,8.0,8.0,,0.4415420889854431,0.5584579110145569,,2,krajbich2010
581,6,3,5435.0,1.0,4.0,3.0,,0.4280695021152496,0.5719305276870728,,2,krajbich2010
583,6,5,6397.0,0.0,5.0,0.0,,0.5409539341926575,0.4590460658073425,,2,krajbich2010
585,6,7,5557.0,0.0,4.0,5.0,,0.4816616773605346,0.5183383226394653,,2,krajbich2010
587,6,9,8984.0,0.0,6.0,2.0,,0.3950532376766205,0.6049467325210571,,2,krajbich2010
589,6,11,3275.0,0.0,4.0,5.0,,0.4795849919319153,0.5204150080680847,,2,krajbich2010
591,6,13,4335.0,0.0,7.0,5.0,,0.4872627258300781,0.5127372741699219,,2,krajbich2010
593,6,15,2669.0,1.0,6.0,4.0,,0.40172696113586426,0.5982730388641357,,2,krajbich2010
595,6,17,1263.0,1.0,5.0,10.0,,0.3336614072322845,0.6663385629653931,,2,krajbich2010
597,6,19,2461.0,0.0,5.0,0.0,,0.6333487033843994,0.366651326417923,,2,krajbich2010
599,6,21,4081.0,0.0,4.0,5.0,,0.8159978985786438,0.1840021163225174,,2,krajbich2010
601,6,23,2647.0,0.0,9.0,5.0,,0.8037535548210144,0.1962464302778244,,2,krajbich2010
603,6,25,2210.0,0.0,9.0,6.0,,0.6563765406608582,0.34362348914146423,,2,krajbich2010
605,6,27,3516.0,0.0,7.0,8.0,,0.3499361574649811,0.6500638723373413,,2,krajbich2010
607,6,29,2703.0,0.0,9.0,5.0,,0.8021390438079834,0.1978609561920166,,2,krajbich2010
609,6,31,4176.0,1.0,7.0,8.0,,0.33469074964523315,0.6653092503547668,,2,krajbich2010
611,6,33,5941.0,1.0,7.0,4.0,,0.3421472907066345,0.6578527092933655,,2,krajbich2010
613,6,35,2031.0,0.0,9.0,5.0,,0.8041462302207947,0.1958537846803665,,2,krajbich2010
615,6,37,3726.0,1.0,1.0,6.0,,0.33075156807899475,0.6692484021186829,,2,krajbich2010
617,6,39,2169.0,1.0,4.0,8.0,,0.1414807289838791,0.8585192561149597,,2,krajbich2010
619,6,41,1722.0,0.0,8.0,5.0,,0.7600536346435547,0.2399463802576065,,2,krajbich2010
621,6,43,1579.0,0.0,9.0,6.0,,0.3529845178127289,0.6470154523849487,,2,krajbich2010
623,6,45,2274.0,0.0,4.0,8.0,,0.6833996176719666,0.31660041213035583,,2,krajbich2010
625,6,47,3828.0,1.0,2.0,3.0,,0.6324737668037415,0.36752620339393616,,2,krajbich2010
627,6,49,4134.0,0.0,5.0,3.0,,0.5334534049034119,0.4665465652942658,,2,krajbich2010
629,6,51,6905.0,0.0,1.0,2.0,,0.3929925560951233,0.6070074439048767,,2,krajbich2010
631,6,53,1372.0,1.0,4.0,9.0,,0.2502415478229523,0.7497584819793701,,2,krajbich2010
633,6,55,1686.0,0.0,6.0,5.0,,0.7033898234367371,0.2966101765632629,,2,krajbich2010
635,6,57,1744.0,1.0,8.0,8.0,,0.3788187503814697,0.6211812496185303,,2,krajbich2010
637,6,59,2293.0,0.0,5.0,4.0,,0.6798796057701111,0.3201204240322113,,2,krajbich2010
639,6,61,3031.0,1.0,1.0,5.0,,0.4028880894184113,0.5971119403839111,,2,krajbich2010
641,6,63,1211.0,0.0,5.0,2.0,,0.4008015990257263,0.5991984009742737,,2,krajbich2010
643,6,65,2572.0,1.0,6.0,1.0,,0.58638995885849,0.41361004114151,,2,krajbich2010
645,6,67,1789.0,1.0,1.0,6.0,,0.6968928575515747,0.3031071722507477,,2,krajbich2010
647,6,69,3105.0,1.0,1.0,4.0,,0.5469313859939575,0.4530685842037201,,2,krajbich2010
649,6,71,2411.0,1.0,1.0,3.0,,0.5867464542388916,0.4132535755634308,,2,krajbich2010
651,6,73,3226.0,0.0,4.0,6.0,,0.7099342346191406,0.2900657653808594,,2,krajbich2010
653,6,75,1237.0,1.0,0.0,5.0,,0.3591160178184509,0.6408839821815491,,2,krajbich2010
655,6,77,1369.0,1.0,6.0,9.0,,0.2458149790763855,0.7541850209236145,,2,krajbich2010
657,6,79,3172.0,0.0,1.0,4.0,,0.41248685121536255,0.5875131487846375,,2,krajbich2010
659,6,81,1513.0,0.0,4.0,1.0,,0.4167363941669464,0.5832635760307312,,2,krajbich2010
661,6,83,5570.0,1.0,2.0,4.0,,0.4216732084751129,0.5783267617225647,,2,krajbich2010
663,6,85,986.0,0.0,4.0,5.0,,0.31571993231773376,0.6842800378799438,,2,krajbich2010
665,6,87,1579.0,0.0,8.0,6.0,,0.6669090986251831,0.3330909013748169,,2,krajbich2010
667,6,89,2064.0,0.0,8.0,5.0,,0.5159867405891418,0.4840132296085358,,2,krajbich2010
669,6,91,1011.0,0.0,8.0,6.0,,0.3249686360359192,0.6750313639640808,,2,krajbich2010
671,6,93,2047.0,1.0,2.0,6.0,,0.5799676775932312,0.4200323224067688,,2,krajbich2010
673,6,95,4315.0,0.0,6.0,6.0,,0.686206042766571,0.31379395723342896,,2,krajbich2010
675,6,97,1045.0,1.0,6.0,9.0,,0.2692778408527374,0.7307221293449402,,2,krajbich2010
677,6,99,3023.0,0.0,5.0,8.0,,0.4534296095371246,0.5465704202651978,,2,krajbich2010
679,7,1,1918.0,1.0,6.0,3.0,,0.3452807664871216,0.6547192335128784,,2,krajbich2010
681,7,3,1908.0,0.0,5.0,4.0,,0.4279191195964813,0.5720809102058411,,2,krajbich2010
683,7,5,1263.0,0.0,5.0,1.0,,0.5005015134811401,0.4994984865188599,,2,krajbich2010
685,7,7,1242.0,0.0,6.0,3.0,,0.4487704932689667,0.5512295365333557,,2,krajbich2010
687,7,9,1719.0,1.0,1.0,5.0,,0.501474916934967,0.49852508306503296,,2,krajbich2010
689,7,11,2224.0,1.0,4.0,5.0,,0.6482910513877869,0.35170891880989075,,2,krajbich2010
691,7,13,1864.0,0.0,3.0,1.0,,0.4121706485748291,0.5878293514251709,,2,krajbich2010
693,7,15,1661.0,0.0,3.0,6.0,,0.5544401407241821,0.44555985927581787,,2,krajbich2010
695,7,17,2023.0,1.0,4.0,5.0,,0.4294834733009337,0.5705165266990662,,2,krajbich2010
697,7,19,2828.0,1.0,5.0,7.0,,0.6012244820594788,0.3987755179405213,,2,krajbich2010
699,7,21,1584.0,1.0,4.0,7.0,,0.520096480846405,0.4799035489559174,,2,krajbich2010
701,7,23,1544.0,0.0,7.0,7.0,,0.5078060626983643,0.4921939074993134,,2,krajbich2010
703,7,25,2213.0,0.0,5.0,3.0,,0.5106723308563232,0.4893276393413544,,2,krajbich2010
705,7,27,2022.0,0.0,7.0,7.0,,0.5276523828506471,0.472347617149353,,2,krajbich2010
707,7,29,2963.0,1.0,1.0,3.0,,0.17565055191516876,0.8243494629859924,,2,krajbich2010
709,7,31,1785.0,1.0,6.0,9.0,,0.3194909691810608,0.6805090308189392,,2,krajbich2010
711,7,33,1331.0,1.0,0.0,5.0,,0.3099361956119537,0.6900638341903687,,2,krajbich2010
713,7,35,1738.0,0.0,5.0,1.0,,0.58912593126297,0.4108740389347077,,2,krajbich2010
715,7,37,1337.0,1.0,7.0,9.0,,0.25456205010414124,0.7454379796981812,,2,krajbich2010
717,7,39,1296.0,1.0,3.0,5.0,,0.3415794372558594,0.6584205627441406,,2,krajbich2010
719,7,41,3189.0,1.0,0.0,0.0,,0.3234782516956329,0.6765217185020447,,2,krajbich2010
721,7,43,1187.0,0.0,8.0,3.0,,0.8338834047317505,0.1661166101694107,,2,krajbich2010
723,7,45,1550.0,1.0,5.0,5.0,,0.25418326258659363,0.7458167076110841,,2,krajbich2010
725,7,47,1260.0,0.0,3.0,1.0,,0.4598393440246582,0.5401606559753418,,2,krajbich2010
727,7,49,1632.0,0.0,5.0,4.0,,0.4557522237300873,0.5442478060722351,,2,krajbich2010
729,7,51,2123.0,0.0,7.0,5.0,,0.5003138780593872,0.4996861219406128,,2,krajbich2010
731,7,53,2459.0,0.0,10.0,9.0,,0.8558517694473267,0.14414821565151215,,2,krajbich2010
733,7,55,1629.0,0.0,5.0,7.0,,0.4782934188842773,0.5217065811157227,,2,krajbich2010
735,7,57,1896.0,1.0,0.0,4.0,,0.32874828577041626,0.6712517142295837,,2,krajbich2010
737,7,59,1293.0,0.0,10.0,6.0,,0.7126325964927673,0.2873674035072327,,2,krajbich2010
739,7,61,1678.0,1.0,4.0,6.0,,0.4204045832157135,0.5795954465866089,,2,krajbich2010
741,7,63,2575.0,1.0,5.0,5.0,,0.3948458433151245,0.6051541566848755,,2,krajbich2010
743,7,65,1584.0,0.0,4.0,4.0,,0.6179941296577454,0.382005900144577,,2,krajbich2010
745,7,67,1318.0,0.0,5.0,4.0,,0.6277014017105103,0.3722986280918121,,2,krajbich2010
747,7,69,1285.0,0.0,4.0,1.0,,0.6156316995620728,0.3843683004379273,,2,krajbich2010
749,7,71,1640.0,0.0,5.0,6.0,,0.5413127541542053,0.4586872458457947,,2,krajbich2010
751,7,73,1558.0,1.0,6.0,7.0,,0.3685427904129028,0.6314572095870972,,2,krajbich2010
753,7,75,1576.0,1.0,1.0,5.0,,0.3387345671653748,0.6612654328346252,,2,krajbich2010
755,7,77,3419.0,1.0,5.0,5.0,,0.2715584933757782,0.7284415364265442,,2,krajbich2010
757,7,79,2587.0,1.0,2.0,7.0,,0.5079726576805115,0.4920273423194885,,2,krajbich2010
759,7,81,2090.0,1.0,1.0,5.0,,0.4559151828289032,0.5440848469734192,,2,krajbich2010
761,7,83,1682.0,0.0,10.0,7.0,,0.5566642880439758,0.44333571195602417,,2,krajbich2010
763,7,85,1461.0,0.0,5.0,1.0,,0.5175585150718689,0.4824414849281311,,2,krajbich2010
765,7,87,2135.0,1.0,1.0,6.0,,0.4448575079441071,0.5551425218582153,,2,krajbich2010
767,7,89,1500.0,1.0,5.0,5.0,,0.2098865509033203,0.7901134490966797,,2,krajbich2010
769,7,91,1181.0,1.0,4.0,5.0,,0.19210246205329887,0.8078975677490234,,2,krajbich2010
771,7,93,2642.0,0.0,5.0,3.0,,0.6163811087608337,0.3836188912391663,,2,krajbich2010
773,7,95,3612.0,1.0,2.0,4.0,,0.4212685525417328,0.5787314772605896,,2,krajbich2010
775,7,97,1533.0,0.0,5.0,4.0,,0.661776065826416,0.338223934173584,,2,krajbich2010
777,7,99,1812.0,0.0,6.0,5.0,,0.4636628031730652,0.5363371968269348,,2,krajbich2010
779,8,1,1813.0,1.0,2.0,6.0,,0.51953125,0.48046875,,2,krajbich2010
781,8,3,833.0,0.0,5.0,1.0,,0.6534482836723328,0.34655171632766724,,2,krajbich2010
783,8,5,1402.0,1.0,2.0,3.0,,0.5088028311729431,0.4911971688270569,,2,krajbich2010
785,8,7,2123.0,1.0,2.0,2.0,,0.619956374168396,0.380043625831604,,2,krajbich2010
787,8,9,1462.0,1.0,2.0,4.0,,0.4995815753936768,0.5004184246063232,,2,krajbich2010
789,8,11,1512.0,1.0,3.0,6.0,,0.4422310888767241,0.5577689409255981,,2,krajbich2010
791,8,13,1360.0,1.0,0.0,4.0,,0.5367441773414612,0.4632558226585388,,2,krajbich2010
793,8,15,1269.0,0.0,4.0,0.0,,0.38297873735427856,0.6170212626457214,,2,krajbich2010
795,8,17,1389.0,0.0,5.0,4.0,,0.5008944272994995,0.4991055428981781,,2,krajbich2010
797,8,19,1165.0,1.0,1.0,4.0,,0.4002229571342468,0.5997770428657532,,2,krajbich2010
799,8,21,1451.0,0.0,6.0,3.0,,0.6548442840576172,0.3451557159423828,,2,krajbich2010
801,8,23,1823.0,1.0,0.0,2.0,,0.6203174591064453,0.3796825408935547,,2,krajbich2010
803,8,25,2146.0,1.0,2.0,6.0,,0.5385887622833252,0.4614112377166748,,2,krajbich2010
805,8,27,2818.0,1.0,2.0,1.0,,0.31242650747299194,0.6875734925270081,,2,krajbich2010
807,8,29,1905.0,0.0,5.0,3.0,,0.6919856667518616,0.3080143630504608,,2,krajbich2010
809,8,31,1375.0,0.0,0.0,0.0,,0.3688380420207977,0.6311619877815247,,2,krajbich2010
811,8,33,1284.0,0.0,2.0,1.0,,0.35334646701812744,0.6466535329818726,,2,krajbich2010
813,8,35,1351.0,0.0,2.0,3.0,,0.5925581455230713,0.4074418544769287,,2,krajbich2010
815,8,37,2412.0,1.0,1.0,4.0,,0.5140712857246399,0.4859287142753601,,2,krajbich2010
817,8,39,1162.0,0.0,4.0,4.0,,0.7677946090698242,0.2322053611278534,,2,krajbich2010
819,8,41,1355.0,0.0,5.0,5.0,,0.6076778769493103,0.3923220932483673,,2,krajbich2010
821,8,43,1376.0,0.0,4.0,2.0,,0.6182648539543152,0.3817351460456848,,2,krajbich2010
823,8,45,1101.0,0.0,3.0,2.0,,0.5373317003250122,0.4626682996749878,,2,krajbich2010
825,8,47,1273.0,1.0,1.0,2.0,,0.3604417741298676,0.6395582556724548,,2,krajbich2010
827,8,49,1417.0,0.0,5.0,2.0,,0.5792253613471985,0.4207746386528015,,2,krajbich2010
829,8,51,1217.0,1.0,3.0,0.0,,0.43736952543258667,0.5626304745674133,,2,krajbich2010
831,8,53,1578.0,1.0,6.0,5.0,,0.5946583151817322,0.4053417146205902,,2,krajbich2010
833,8,55,1147.0,0.0,4.0,0.0,,0.4536082446575165,0.5463917255401611,,2,krajbich2010
835,8,57,2340.0,1.0,0.0,1.0,,0.4506627321243286,0.5493372678756714,,2,krajbich2010
837,8,59,1348.0,0.0,3.0,2.0,,0.620620608329773,0.3793793916702271,,2,krajbich2010
839,8,61,1235.0,1.0,6.0,3.0,,0.5727459192276001,0.4272541105747223,,2,krajbich2010
841,8,63,1133.0,0.0,2.0,1.0,,0.5244922637939453,0.4755077660083771,,2,krajbich2010
843,8,65,759.0,1.0,4.0,6.0,,0.4788732528686523,0.5211267471313477,,2,krajbich2010
845,8,67,1440.0,0.0,6.0,4.0,,0.5964757800102234,0.4035242199897766,,2,krajbich2010
847,8,69,1102.0,1.0,1.0,6.0,,0.3811230659484863,0.6188769340515137,,2,krajbich2010
849,8,71,1702.0,0.0,6.0,3.0,,0.7870239615440369,0.21297602355480194,,2,krajbich2010
851,8,73,1405.0,1.0,2.0,5.0,,0.4033391773700714,0.5966607928276062,,2,krajbich2010
853,8,75,931.0,1.0,2.0,5.0,,0.5589970350265503,0.4410029351711273,,2,krajbich2010
855,8,77,1385.0,0.0,0.0,0.0,,0.707916259765625,0.2920837104320526,,2,krajbich2010
857,8,79,1153.0,1.0,0.0,3.0,,0.4443207085132599,0.5556792616844177,,2,krajbich2010
859,8,81,1860.0,0.0,5.0,3.0,,0.6573476791381836,0.3426523208618164,,2,krajbich2010
861,8,83,899.0,1.0,0.0,3.0,,0.6367781162261963,0.3632218837738037,,2,krajbich2010
863,8,85,1165.0,0.0,4.0,2.0,,0.2902374565601349,0.7097625136375427,,2,krajbich2010
865,8,87,858.0,1.0,3.0,4.0,,0.5509499311447144,0.449050098657608,,2,krajbich2010
867,8,89,1202.0,1.0,3.0,2.0,,0.4077868759632111,0.5922130942344666,,2,krajbich2010
869,8,91,1539.0,0.0,6.0,5.0,,0.6671974658966064,0.33280253410339355,,2,krajbich2010
871,8,93,1545.0,0.0,5.0,4.0,,0.6404174566268921,0.3595825433731079,,2,krajbich2010
873,8,95,935.0,1.0,0.0,5.0,,0.8287197351455688,0.17128027975559235,,2,krajbich2010
875,8,97,844.0,0.0,6.0,9.0,,0.638146162033081,0.36185383796691895,,2,krajbich2010
877,8,99,784.0,1.0,1.0,5.0,,0.702602207660675,0.29739776253700256,,2,krajbich2010
879,9,1,1675.0,0.0,3.0,0.0,,0.5296580791473389,0.4703419506549835,,2,krajbich2010
881,9,3,4144.0,1.0,4.0,3.0,,0.3964968025684357,0.6035031676292419,,2,krajbich2010
883,9,5,3736.0,0.0,3.0,5.0,,0.5194957256317139,0.4805042445659638,,2,krajbich2010
885,9,7,3383.0,1.0,7.0,6.0,,0.4682337939739227,0.5317661762237549,,2,krajbich2010
887,9,9,1577.0,1.0,6.0,8.0,,0.4714829027652741,0.5285171270370483,,2,krajbich2010
889,9,11,2910.0,1.0,3.0,7.0,,0.492664098739624,0.5073359012603761,,2,krajbich2010
891,9,13,2378.0,1.0,4.0,8.0,,0.2997075915336609,0.7002924084663391,,2,krajbich2010
893,9,15,1306.0,0.0,7.0,3.0,,0.7168560624122621,0.28314393758773804,,2,krajbich2010
895,9,17,2107.0,0.0,7.0,7.0,,0.5374449491500854,0.4625550806522371,,2,krajbich2010
897,9,19,3696.0,1.0,6.0,8.0,,0.5588416457176208,0.4411583542823792,,2,krajbich2010
899,9,21,1558.0,1.0,3.0,8.0,,0.1887235641479492,0.8112764358520508,,2,krajbich2010
901,9,23,1695.0,1.0,4.0,8.0,,0.5599112510681152,0.4400887489318848,,2,krajbich2010
903,9,25,1925.0,1.0,4.0,4.0,,0.3693358302116394,0.6306641697883606,,2,krajbich2010
905,9,27,1289.0,1.0,7.0,9.0,,0.3320964872837067,0.6679035425186157,,2,krajbich2010
907,9,29,2038.0,0.0,7.0,7.0,,0.6681391596794128,0.3318608403205872,,2,krajbich2010
909,9,31,3634.0,1.0,7.0,5.0,,0.3452730476856232,0.6547269821166992,,2,krajbich2010
911,9,33,2505.0,1.0,1.0,2.0,,0.5488021373748779,0.4511978626251221,,2,krajbich2010
913,9,35,1185.0,1.0,4.0,7.0,,0.5551983118057251,0.4448017179965973,,2,krajbich2010
915,9,37,1095.0,1.0,3.0,6.0,,0.3488914966583252,0.6511085033416748,,2,krajbich2010
917,9,39,1261.0,0.0,7.0,5.0,,0.42307692766189575,0.5769230723381042,,2,krajbich2010
919,9,41,1825.0,0.0,8.0,4.0,,0.6291773915290833,0.3708226084709168,,2,krajbich2010
921,9,43,1446.0,1.0,1.0,6.0,,0.4345837235450745,0.5654162764549255,,2,krajbich2010
923,9,45,1195.0,1.0,2.0,7.0,,0.3523622155189514,0.6476377844810486,,2,krajbich2010
925,9,47,1740.0,0.0,6.0,4.0,,0.6659404635429382,0.33405953645706177,,2,krajbich2010
927,9,49,1111.0,0.0,10.0,6.0,,0.4554347693920136,0.5445652008056641,,2,krajbich2010
929,9,51,2015.0,0.0,4.0,3.0,,0.4582829475402832,0.5417170524597168,,2,krajbich2010
931,9,53,1448.0,0.0,7.0,4.0,,0.5023212432861328,0.4976787269115448,,2,krajbich2010
933,9,55,2002.0,0.0,7.0,5.0,,0.4713375866413117,0.5286624431610107,,2,krajbich2010
935,9,57,653.0,1.0,6.0,10.0,,0.3322147727012634,0.6677852272987366,,2,krajbich2010
937,9,59,2864.0,1.0,7.0,5.0,,0.4341650605201721,0.5658349394798279,,2,krajbich2010
939,9,61,1187.0,1.0,7.0,8.0,,0.2153005450963974,0.7846994400024414,,2,krajbich2010
941,9,63,1501.0,0.0,3.0,0.0,,0.6371923685073853,0.3628076612949371,,2,krajbich2010
943,9,65,2169.0,1.0,6.0,6.0,,0.5632845163345337,0.4367154836654663,,2,krajbich2010
945,9,67,4746.0,0.0,4.0,6.0,,0.6055355668067932,0.3944644331932068,,2,krajbich2010
947,9,69,2480.0,1.0,0.0,5.0,,0.5109108090400696,0.4890891909599304,,2,krajbich2010
949,9,71,2391.0,1.0,5.0,4.0,,0.4952061474323273,0.5047938823699951,,2,krajbich2010
951,9,73,3618.0,0.0,7.0,6.0,,0.4666265845298767,0.5333734154701233,,2,krajbich2010
953,9,75,1066.0,1.0,6.0,5.0,,0.3488914966583252,0.6511085033416748,,2,krajbich2010
955,9,77,957.0,1.0,7.0,8.0,,0.2442333847284317,0.7557666301727295,,2,krajbich2010
957,9,79,2604.0,0.0,8.0,8.0,,0.5590689778327942,0.4409310519695282,,2,krajbich2010
959,9,81,2354.0,0.0,6.0,1.0,,0.562841534614563,0.437158465385437,,2,krajbich2010
961,9,83,1350.0,1.0,4.0,7.0,,0.5239361524581909,0.4760638177394867,,2,krajbich2010
963,9,85,4107.0,0.0,7.0,8.0,,0.562730610370636,0.4372693598270416,,2,krajbich2010
965,9,87,1583.0,0.0,0.0,0.0,,0.7523511052131653,0.2476489096879959,,2,krajbich2010
967,9,89,1960.0,1.0,4.0,6.0,,0.5245327353477478,0.4754672944545746,,2,krajbich2010
969,9,91,1374.0,1.0,2.0,7.0,,0.5282331705093384,0.471766859292984,,2,krajbich2010
971,9,93,3452.0,0.0,3.0,4.0,,0.5414957404136658,0.4585042595863342,,2,krajbich2010
973,9,95,1163.0,0.0,8.0,3.0,,0.4989035129547119,0.5010964870452881,,2,krajbich2010
975,9,97,887.0,1.0,6.0,5.0,,0.3018292784690857,0.6981707215309143,,2,krajbich2010
977,9,99,1169.0,0.0,6.0,5.0,,0.24685138463974,0.75314861536026,,2,krajbich2010
979,10,1,12912.0,0.0,4.0,5.0,,0.58198481798172,0.41801518201828003,,2,krajbich2010
981,10,3,3375.0,0.0,4.0,3.0,,0.5207591652870178,0.4792408049106598,,2,krajbich2010
983,10,5,3546.0,1.0,3.0,6.0,,0.6273525953292847,0.3726474344730377,,2,krajbich2010
985,10,7,8479.0,0.0,6.0,5.0,,0.6617389917373657,0.3382609784603119,,2,krajbich2010
987,10,9,2414.0,0.0,5.0,5.0,,0.4278202652931213,0.5721797347068787,,2,krajbich2010
989,10,11,1596.0,1.0,0.0,3.0,,0.4268833100795746,0.5731167197227478,,2,krajbich2010
991,10,13,2445.0,1.0,4.0,7.0,,0.5002324581146239,0.499767541885376,,2,krajbich2010
993,10,15,2606.0,1.0,7.0,8.0,,0.5039301514625549,0.4960698783397674,,2,krajbich2010
995,10,17,1253.0,1.0,1.0,4.0,,0.2935960590839386,0.706403911113739,,2,krajbich2010
997,10,19,2779.0,0.0,2.0,3.0,,0.8548607826232909,0.1451392024755478,,2,krajbich2010
999,10,21,2201.0,0.0,6.0,3.0,,0.5099846124649048,0.4900153577327728,,2,krajbich2010
1001,10,23,2680.0,0.0,5.0,5.0,,0.40454545617103577,0.5954545736312866,,2,krajbich2010
1003,10,25,1682.0,0.0,8.0,5.0,,0.4023709893226624,0.5976290106773376,,2,krajbich2010
1005,10,27,2560.0,0.0,5.0,3.0,,0.4154460728168488,0.5845539569854736,,2,krajbich2010
1007,10,29,1129.0,1.0,4.0,5.0,,0.719298243522644,0.280701756477356,,2,krajbich2010
1009,10,31,2352.0,0.0,5.0,5.0,,0.5954676866531372,0.4045323133468628,,2,krajbich2010
1011,10,33,3235.0,0.0,5.0,2.0,,0.32495811581611633,0.6750418543815613,,2,krajbich2010
1013,10,35,1568.0,0.0,8.0,5.0,,0.6785431504249573,0.3214568495750427,,2,krajbich2010
1015,10,37,1521.0,0.0,4.0,3.0,,0.63416987657547,0.36583012342453003,,2,krajbich2010
1017,10,39,1111.0,1.0,3.0,8.0,,0.4179278314113617,0.5820721983909607,,2,krajbich2010
1019,10,41,1736.0,0.0,1.0,3.0,,0.6263368725776672,0.3736630976200104,,2,krajbich2010
1021,10,43,3378.0,1.0,5.0,5.0,,0.4554565846920013,0.544543445110321,,2,krajbich2010
1023,10,45,1825.0,1.0,4.0,5.0,,0.6111498475074768,0.3888501822948456,,2,krajbich2010
1025,10,47,13278.0,0.0,6.0,6.0,,0.4697314202785492,0.5302686095237732,,2,krajbich2010
1027,10,49,1308.0,1.0,4.0,2.0,,0.4985563158988953,0.5014436841011047,,2,krajbich2010
1029,10,51,1288.0,1.0,4.0,5.0,,0.480402022600174,0.5195980072021484,,2,krajbich2010
1031,10,53,2091.0,0.0,5.0,5.0,,0.06441119313240051,0.935588836669922,,2,krajbich2010
1033,10,55,2587.0,0.0,3.0,1.0,,0.6945980191230774,0.3054019510746002,,2,krajbich2010
1035,10,57,1180.0,0.0,6.0,1.0,,0.3689956367015839,0.6310043931007385,,2,krajbich2010
1037,10,59,2461.0,1.0,3.0,3.0,,0.4765698313713074,0.5234301686286926,,2,krajbich2010
1039,10,61,1286.0,1.0,1.0,5.0,,0.5,0.5,,2,krajbich2010
1041,10,63,4105.0,1.0,1.0,4.0,,0.5259826183319092,0.4740174114704132,,2,krajbich2010
1043,10,65,2873.0,1.0,5.0,6.0,,0.6846985816955566,0.31530138850212097,,2,krajbich2010
1045,10,67,1111.0,0.0,8.0,3.0,,0.34716156125068665,0.652838408946991,,2,krajbich2010
1047,10,69,1452.0,0.0,5.0,3.0,,0.41028571128845215,0.5897142887115479,,2,krajbich2010
1049,10,71,2473.0,0.0,3.0,1.0,,0.4851292073726654,0.5148708224296571,,2,krajbich2010
1051,10,73,2384.0,0.0,3.0,5.0,,0.3803153336048126,0.619684636592865,,2,krajbich2010
1053,10,75,2015.0,1.0,2.0,3.0,,0.4657924771308899,0.5342075228691101,,2,krajbich2010
1055,10,77,1693.0,0.0,4.0,3.0,,0.614973247051239,0.3850267231464386,,2,krajbich2010
1057,10,79,2734.0,0.0,2.0,0.0,,0.4097079336643219,0.5902920365333557,,2,krajbich2010
1059,10,81,1125.0,1.0,3.0,5.0,,0.5654362440109253,0.4345637559890747,,2,krajbich2010
1061,10,83,2400.0,0.0,5.0,3.0,,0.15416450798511505,0.8458355069160461,,2,krajbich2010
1063,10,85,2112.0,1.0,1.0,2.0,,0.5228050351142883,0.4771949946880341,,2,krajbich2010
1065,10,87,1479.0,0.0,3.0,1.0,,0.4250411987304688,0.5749588012695312,,2,krajbich2010
1067,10,89,1673.0,1.0,2.0,1.0,,0.4700996577739716,0.5299003124237059,,2,krajbich2010
1069,10,91,1347.0,0.0,5.0,3.0,,0.4337121248245239,0.5662878751754761,,2,krajbich2010
1071,10,93,1684.0,0.0,8.0,4.0,,0.551598846912384,0.448401153087616,,2,krajbich2010
1073,10,95,2500.0,0.0,8.0,8.0,,0.5360501408576965,0.4639498293399811,,2,krajbich2010
1075,10,97,2289.0,1.0,4.0,5.0,,0.7652259469032288,0.2347740679979325,,2,krajbich2010
1078,11,1,1769.0,1.0,1.0,4.0,,0.056764427572488785,0.9432355761528016,,2,krajbich2010
1080,11,3,3147.0,1.0,4.0,6.0,,0.8421677350997925,0.1578322798013687,,2,krajbich2010
1082,11,5,1480.0,1.0,3.0,7.0,,0.4637421667575836,0.5362578630447388,,2,krajbich2010
1084,11,7,1828.0,1.0,4.0,8.0,,0.6024096608161926,0.39759036898612976,,2,krajbich2010
